actual,prediction,error,index,hr,workingday,season,weathersit,time_of_day
886,709.8,176.20000000000005,1037,22,1,1,1,Night
892,722.4,169.60000000000002,1038,23,1,1,2,Night
611,523.2,87.79999999999995,1039,0,1,1,1,Night
409,372.6,36.39999999999998,1040,1,1,1,1,Night
349,269.8,79.19999999999999,1041,3,1,1,2,Night
229,213.4,15.599999999999994,1042,4,1,1,1,Night
123,106.8,16.200000000000003,1043,5,1,1,1,Morning
58,47.2,10.799999999999997,1044,6,1,1,1,Morning
18,23.2,5.199999999999999,1045,7,1,1,2,Morning
11,11.8,0.8000000000000007,1046,8,1,1,2,Morning
6,8.0,2.0,1047,9,1,1,1,Morning
6,7.8,1.7999999999999998,1048,10,1,1,1,Morning
56,34.6,21.4,1049,11,1,1,1,Morning
170,138.4,31.599999999999994,1050,12,1,1,1,Afternoon
534,453.8,80.19999999999999,1051,13,1,1,1,Afternoon
790,566.2,223.79999999999995,1052,14,1,1,1,Afternoon
355,347.2,7.800000000000011,1053,15,1,1,1,Afternoon
190,155.2,34.80000000000001,1054,16,1,1,1,Afternoon
243,215.6,27.400000000000006,1055,17,1,1,1,Evening
290,265.8,24.19999999999999,1056,18,1,1,1,Evening
336,250.2,85.80000000000001,1057,19,1,1,1,Evening
298,230.0,68.0,1058,20,1,1,1,Evening
291,265.6,25.399999999999977,1059,21,1,1,1,Evening
457,376.2,80.80000000000001,1060,22,1,1,1,Night
976,737.2,238.79999999999995,1061,23,1,1,1,Night
900,699.4,200.60000000000002,1062,0,1,1,1,Night
603,515.2,87.79999999999995,1063,1,1,1,1,Night
417,364.8,52.19999999999999,1064,2,1,1,2,Night
274,319.0,45.0,1065,3,1,1,1,Night
287,76.4,210.6,1066,4,1,1,1,Night
154,113.0,41.0,1067,5,1,1,1,Morning
66,109.8,43.8,1068,6,1,1,1,Morning
49,75.6,26.599999999999994,1069,7,1,1,1,Morning
14,62.6,48.6,1070,8,1,1,1,Morning
12,41.6,29.6,1071,9,1,1,1,Morning
10,7.4,2.5999999999999996,1072,10,1,1,1,Morning
49,27.4,21.6,1073,11,1,1,2,Morning
165,128.2,36.80000000000001,1074,12,1,1,1,Afternoon
503,338.0,165.0,1075,13,1,1,1,Afternoon
757,497.4,259.6,1076,14,1,1,1,Afternoon
383,264.0,119.0,1077,15,1,1,1,Afternoon
225,153.4,71.6,1078,16,1,1,2,Afternoon
321,210.0,111.0,1079,17,1,1,2,Evening
389,253.2,135.8,1080,18,1,1,2,Evening
421,235.8,185.2,1081,19,1,1,1,Evening
412,253.6,158.4,1082,20,1,1,1,Evening
423,333.2,89.80000000000001,1083,21,1,1,1,Evening
567,349.0,218.0,1084,22,1,1,1,Night
846,650.0,196.0,1085,23,1,1,1,Night
805,519.0,286.0,1086,0,1,1,1,Night
588,408.8,179.2,1087,1,1,1,1,Night
369,329.0,40.0,1088,2,1,1,1,Night
312,234.2,77.80000000000001,1089,3,1,1,1,Night
295,155.4,139.6,1090,4,1,1,1,Night
186,129.2,56.80000000000001,1091,5,1,1,2,Morning
172,139.2,32.80000000000001,1092,6,1,1,2,Morning
124,92.6,31.400000000000006,1093,7,1,1,2,Morning
83,76.2,6.799999999999997,1094,8,1,1,2,Morning
45,30.2,14.8,1095,9,1,1,2,Morning
15,11.2,3.8000000000000007,1096,10,1,1,2,Morning
17,79.4,62.400000000000006,1097,11,1,1,1,Morning
41,27.0,14.0,1098,12,1,1,1,Afternoon
77,61.6,15.399999999999999,1099,13,1,1,1,Afternoon
218,141.4,76.6,1100,14,1,1,1,Afternoon
377,274.8,102.19999999999999,1101,15,1,1,1,Afternoon
474,409.0,65.0,1102,16,1,1,1,Afternoon
626,424.2,201.8,1103,17,1,1,1,Evening
688,459.4,228.60000000000002,1104,18,1,1,1,Evening
707,449.0,258.0,1105,19,1,1,1,Evening
654,468.6,185.39999999999998,1106,20,1,1,1,Evening
750,475.4,274.6,1107,21,1,1,1,Evening
680,472.8,207.2,1108,22,1,1,1,Night
646,466.4,179.60000000000002,1109,23,1,1,1,Night
598,412.8,185.2,1110,0,0,1,1,Night
407,327.0,80.0,1111,1,0,1,1,Night
325,349.2,24.19999999999999,1112,2,0,1,1,Night
261,296.6,35.60000000000002,1113,3,0,1,1,Night
239,217.0,22.0,1114,4,0,1,1,Night
171,202.2,31.19999999999999,1115,5,0,1,1,Morning
180,135.8,44.19999999999999,1116,6,0,1,1,Morning
142,86.4,55.599999999999994,1117,7,0,1,1,Morning
95,59.6,35.4,1118,8,0,1,1,Morning
54,49.8,4.200000000000003,1119,9,0,1,1,Morning
10,10.6,0.5999999999999996,1120,10,0,1,1,Morning
6,8.0,2.0,1121,11,0,1,1,Morning
16,16.8,0.8000000000000007,1122,12,0,1,1,Afternoon
57,53.0,4.0,1123,13,0,1,1,Afternoon
175,118.6,56.400000000000006,1124,14,0,1,1,Afternoon
276,165.4,110.6,1125,15,0,1,1,Afternoon
489,352.6,136.39999999999998,1126,16,0,1,1,Afternoon
570,485.0,85.0,1127,17,0,1,1,Evening
776,492.4,283.6,1128,18,0,1,1,Evening
702,576.4,125.60000000000002,1129,19,0,1,1,Evening
666,564.0,102.0,1130,20,0,1,1,Evening
640,455.4,184.60000000000002,1131,21,0,1,1,Evening
691,559.4,131.60000000000002,1132,22,0,1,1,Night
723,448.0,275.0,1133,23,0,1,1,Night
540,463.4,76.60000000000002,1134,0,0,1,1,Night
413,344.2,68.80000000000001,1135,1,0,1,1,Night
252,264.2,12.199999999999989,1136,2,0,1,1,Night
196,174.8,21.19999999999999,1137,3,0,1,1,Night
138,96.8,41.2,1138,4,0,1,1,Night
100,60.0,40.0,1139,6,0,1,1,Morning
64,31.6,32.4,1140,7,0,1,1,Morning
18,17.2,0.8000000000000007,1141,8,0,1,1,Morning
8,10.2,2.1999999999999993,1142,9,0,1,1,Morning
5,3.8,1.2000000000000002,1143,10,0,1,2,Morning
8,5.2,2.8,1144,11,0,1,2,Morning
37,28.0,9.0,1145,12,0,1,1,Afternoon
168,95.0,73.0,1146,13,0,1,1,Afternoon
530,365.2,164.8,1147,14,0,1,1,Afternoon
750,587.6,162.39999999999998,1148,15,0,1,1,Afternoon
328,282.6,45.39999999999998,1149,16,0,1,1,Afternoon
198,142.4,55.599999999999994,1150,17,0,1,1,Evening
238,153.8,84.19999999999999,1151,18,0,1,2,Evening
342,210.4,131.6,1152,19,0,1,2,Evening
328,251.4,76.6,1153,20,0,1,2,Evening
303,235.0,68.0,1154,21,0,1,2,Evening
300,224.8,75.19999999999999,1155,22,0,1,2,Night
516,327.8,188.2,1156,23,0,1,2,Night
898,601.0,297.0,1157,0,0,1,2,Night
853,554.2,298.79999999999995,1158,1,0,1,2,Night
590,429.8,160.2,1159,2,0,1,2,Night
432,263.2,168.8,1160,3,0,1,2,Night
256,231.4,24.599999999999994,1161,4,0,1,1,Night
172,131.0,41.0,1162,5,0,1,2,Morning
94,63.8,30.200000000000003,1163,6,0,1,2,Morning
64,31.6,32.4,1164,7,0,1,2,Morning
13,12.2,0.8000000000000007,1165,8,0,1,2,Morning
14,7.6,6.4,1166,9,0,1,2,Morning
5,4.2,0.7999999999999998,1167,10,0,1,2,Morning
9,4.6,4.4,1168,11,0,1,2,Morning
47,24.0,23.0,1169,12,0,1,2,Afternoon
194,125.8,68.2,1170,13,0,1,3,Afternoon
556,303.2,252.8,1171,14,0,1,2,Afternoon
805,499.2,305.8,1172,15,0,1,2,Afternoon
409,238.2,170.8,1173,16,0,1,3,Afternoon
170,146.6,23.400000000000006,1174,17,0,1,2,Evening
218,184.4,33.599999999999994,1175,18,0,1,2,Evening
302,214.8,87.19999999999999,1176,19,0,1,2,Evening
305,200.6,104.4,1177,20,0,1,3,Evening
293,205.2,87.80000000000001,1178,21,0,1,3,Evening
303,244.8,58.19999999999999,1179,22,0,1,3,Night
495,356.2,138.8,1180,23,0,1,3,Night
967,672.0,295.0,1181,6,1,1,2,Morning
822,736.6,85.39999999999998,1182,7,1,1,2,Morning
539,443.4,95.60000000000002,1183,8,1,1,2,Morning
425,340.8,84.19999999999999,1184,9,1,1,2,Morning
297,278.4,18.600000000000023,1185,10,1,1,1,Morning
188,202.6,14.599999999999994,1186,11,1,1,1,Morning
98,155.4,57.400000000000006,1187,12,1,1,1,Afternoon
40,36.4,3.6000000000000014,1188,13,1,1,1,Afternoon
29,14.6,14.4,1189,14,1,1,1,Afternoon
17,7.8,9.2,1190,15,1,1,1,Afternoon
10,5.2,4.8,1191,16,1,1,1,Afternoon
14,7.2,6.8,1192,17,1,1,1,Evening
36,35.8,0.20000000000000284,1193,18,1,1,1,Evening
182,151.8,30.19999999999999,1194,19,1,1,1,Evening
532,323.8,208.2,1195,20,1,1,1,Evening
838,425.2,412.8,1196,21,1,1,1,Evening
334,237.2,96.80000000000001,1197,22,1,1,1,Night
185,150.6,34.400000000000006,1198,23,1,1,1,Night
227,183.6,43.400000000000006,1199,0,1,1,1,Night
316,237.4,78.6,1200,1,1,1,1,Night
340,200.2,139.8,1201,2,1,1,1,Night
277,178.4,98.6,1202,3,1,1,1,Night
300,209.8,90.19999999999999,1203,5,1,1,1,Morning
468,321.8,146.2,1204,6,1,1,1,Morning
953,622.8,330.20000000000005,1205,7,1,1,1,Morning
884,759.8,124.20000000000005,1206,8,1,1,1,Morning
627,480.6,146.39999999999998,1207,9,1,1,1,Morning
434,413.4,20.600000000000023,1208,10,1,1,1,Morning
360,333.8,26.19999999999999,1209,11,1,1,1,Morning
215,125.8,89.2,1210,12,1,1,1,Afternoon
115,92.4,22.599999999999994,1211,13,1,1,1,Afternoon
65,61.4,3.6000000000000014,1212,14,1,1,1,Afternoon
21,28.4,7.399999999999999,1213,15,1,1,1,Afternoon
16,13.8,2.1999999999999993,1214,16,1,1,1,Afternoon
7,42.2,35.2,1215,17,1,1,1,Evening
8,13.0,5.0,1216,18,1,1,1,Evening
66,30.8,35.2,1217,19,1,1,1,Evening
169,149.4,19.599999999999994,1218,20,1,1,1,Evening
558,388.8,169.2,1219,21,1,1,1,Evening
794,542.8,251.20000000000005,1220,22,1,1,1,Night
335,329.0,6.0,1221,23,1,1,1,Night
208,118.6,89.4,1222,0,1,1,1,Night
294,205.2,88.80000000000001,1223,1,1,1,1,Night
335,241.6,93.4,1224,2,1,1,1,Night
326,267.4,58.60000000000002,1225,3,1,1,1,Night
258,282.2,24.19999999999999,1226,5,1,1,1,Morning
296,269.0,27.0,1227,6,1,1,1,Morning
472,312.2,159.8,1228,7,1,1,1,Morning
905,533.6,371.4,1229,8,1,1,1,Morning
899,506.4,392.6,1230,9,1,1,2,Morning
559,415.0,144.0,1231,10,1,1,2,Morning
457,302.0,155.0,1232,11,1,1,2,Morning
253,183.0,70.0,1233,12,1,1,2,Afternoon
47,102.0,55.0,1234,13,1,1,2,Afternoon
45,82.6,37.599999999999994,1235,14,1,1,2,Afternoon
17,37.0,20.0,1236,15,1,1,3,Afternoon
13,22.6,9.600000000000001,1237,16,1,1,3,Afternoon
10,7.6,2.4000000000000004,1238,17,1,1,3,Evening
7,13.8,6.800000000000001,1239,18,1,1,2,Evening
12,11.0,1.0,1240,19,1,1,3,Evening
38,26.6,11.399999999999999,1241,20,1,1,2,Evening
138,113.0,25.0,1242,21,1,1,2,Evening
394,308.0,86.0,1243,22,1,1,3,Night
705,455.6,249.39999999999998,1244,23,1,1,2,Night
426,303.6,122.39999999999998,1245,0,1,1,3,Night
245,200.2,44.80000000000001,1246,1,1,1,2,Night
361,227.2,133.8,1247,2,1,1,2,Night
380,303.4,76.60000000000002,1248,3,1,1,2,Night
410,243.2,166.8,1249,5,1,1,2,Morning
399,271.8,127.19999999999999,1250,6,1,1,3,Morning
392,275.4,116.60000000000002,1251,7,1,1,3,Morning
502,347.0,155.0,1252,8,1,1,3,Morning
808,666.6,141.39999999999998,1253,9,1,1,3,Morning
667,488.8,178.2,1254,10,1,1,3,Morning
508,525.2,17.200000000000045,1255,11,1,1,1,Morning
336,325.2,10.800000000000011,1256,12,1,1,3,Afternoon
237,225.0,12.0,1257,13,1,1,3,Afternoon
220,173.2,46.80000000000001,1258,14,1,1,3,Afternoon
190,101.4,88.6,1259,15,1,1,1,Afternoon
149,123.8,25.200000000000003,1260,16,1,1,1,Afternoon
101,71.8,29.200000000000003,1261,17,1,1,1,Evening
92,123.8,31.799999999999997,1262,18,1,1,1,Evening
29,103.2,74.2,1263,19,1,1,1,Evening
14,8.2,5.800000000000001,1264,20,1,1,1,Evening
15,12.0,3.0,1265,21,1,1,1,Evening
37,40.0,3.0,1266,22,1,1,1,Night
73,61.4,11.600000000000001,1267,23,1,1,1,Night
211,178.2,32.80000000000001,1268,0,0,1,1,Night
332,277.8,54.19999999999999,1269,1,0,1,1,Night
472,426.8,45.19999999999999,1270,2,0,1,1,Night
663,479.4,183.60000000000002,1271,3,0,1,1,Night
682,615.2,66.79999999999995,1272,4,0,1,2,Night
686,607.0,79.0,1273,5,0,1,2,Morning
750,591.2,158.79999999999995,1274,6,0,1,1,Morning
727,568.4,158.60000000000002,1275,7,0,1,1,Morning
722,486.8,235.2,1276,8,0,1,2,Morning
712,408.4,303.6,1277,9,0,1,2,Morning
594,294.4,299.6,1278,10,0,1,2,Morning
470,229.0,241.0,1279,11,0,1,1,Morning
315,188.8,126.19999999999999,1280,12,0,1,2,Afternoon
292,213.8,78.19999999999999,1281,13,0,1,2,Afternoon
221,201.0,20.0,1282,14,0,1,2,Afternoon
196,167.0,29.0,1283,15,0,1,2,Afternoon
147,128.4,18.599999999999994,1284,16,0,1,1,Afternoon
116,99.6,16.400000000000006,1285,17,0,1,1,Evening
92,76.6,15.400000000000006,1286,18,0,1,1,Evening
58,44.4,13.600000000000001,1287,19,0,1,1,Evening
7,12.0,5.0,1288,20,0,1,1,Evening
10,8.8,1.1999999999999993,1289,21,0,1,1,Evening
22,19.2,2.8000000000000007,1290,22,0,1,1,Night
57,37.0,20.0,1291,23,0,1,1,Night
144,134.6,9.400000000000006,1292,0,0,1,1,Night
285,214.0,71.0,1293,1,0,1,1,Night
479,377.4,101.60000000000002,1294,2,0,1,1,Night
591,485.0,106.0,1295,3,0,1,1,Night
680,586.2,93.79999999999995,1296,4,0,1,1,Night
594,602.8,8.799999999999955,1297,6,0,1,1,Morning
612,522.0,90.0,1298,7,0,1,1,Morning
649,418.0,231.0,1299,8,0,1,1,Morning
648,521.2,126.79999999999995,1300,9,0,1,1,Morning
575,536.6,38.39999999999998,1301,10,0,1,1,Morning
401,254.6,146.4,1302,11,0,1,1,Morning
257,277.0,20.0,1303,12,0,1,1,Afternoon
194,174.0,20.0,1304,13,0,1,1,Afternoon
123,148.2,25.19999999999999,1305,14,0,1,1,Afternoon
91,90.8,0.20000000000000284,1306,15,0,1,1,Afternoon
57,77.0,20.0,1307,16,0,1,1,Afternoon
45,37.0,8.0,1308,17,0,1,1,Evening
18,23.4,5.399999999999999,1309,18,0,1,1,Evening
12,30.6,18.6,1310,19,0,1,1,Evening
7,30.6,23.6,1311,20,0,1,1,Evening
10,5.8,4.2,1312,21,0,1,1,Evening
36,29.6,6.399999999999999,1313,22,0,1,2,Night
155,105.6,49.400000000000006,1314,23,0,1,2,Night
483,327.6,155.39999999999998,1315,0,1,1,2,Night
784,298.0,486.0,1316,1,1,1,3,Night
340,206.4,133.6,1317,3,1,1,3,Night
179,141.0,38.0,1318,5,1,1,2,Morning
272,160.6,111.4,1319,6,1,1,2,Morning
323,230.6,92.4,1320,7,1,1,2,Morning
305,204.8,100.19999999999999,1321,8,1,1,2,Morning
244,188.4,55.599999999999994,1322,9,1,1,1,Morning
329,231.2,97.80000000000001,1323,10,1,1,2,Morning
459,280.8,178.2,1324,11,1,1,2,Morning
856,485.6,370.4,1325,12,1,1,2,Afternoon
613,415.0,198.0,1326,13,1,1,3,Afternoon
516,309.4,206.60000000000002,1327,14,1,1,3,Afternoon
262,175.8,86.19999999999999,1328,15,1,1,3,Afternoon
218,162.4,55.599999999999994,1329,16,1,1,3,Afternoon
207,79.0,128.0,1330,17,1,1,3,Evening
105,66.6,38.400000000000006,1331,18,1,1,3,Evening
31,25.6,5.399999999999999,1332,19,1,1,3,Evening
11,39.0,28.0,1333,20,1,1,3,Evening
2,32.8,30.799999999999997,1334,21,1,1,2,Evening
5,45.6,40.6,1335,22,1,1,3,Night
10,5.6,4.4,1336,23,1,1,2,Night
43,43.6,0.6000000000000014,1337,0,1,1,1,Night
179,97.8,81.2,1338,1,1,1,1,Night
260,251.2,8.800000000000011,1339,2,1,1,1,Night
134,386.2,252.2,1340,3,1,1,1,Night
86,189.0,103.0,1341,4,1,1,1,Night
45,105.4,60.400000000000006,1342,5,1,1,1,Morning
99,88.6,10.400000000000006,1343,6,1,1,1,Morning
104,203.6,99.6,1344,7,1,1,1,Morning
154,154.4,0.4000000000000057,1345,8,1,1,1,Morning
163,96.2,66.8,1346,9,1,1,1,Morning
209,143.2,65.80000000000001,1347,10,1,1,1,Morning
374,239.4,134.6,1348,11,1,1,1,Morning
715,336.0,379.0,1349,12,1,1,1,Afternoon
687,313.8,373.2,1350,13,1,1,1,Afternoon
395,197.0,198.0,1351,14,1,1,1,Afternoon
306,163.2,142.8,1352,15,1,1,1,Afternoon
289,131.8,157.2,1353,16,1,1,1,Afternoon
240,71.0,169.0,1354,17,1,1,1,Evening
98,43.4,54.6,1355,18,1,1,1,Evening
52,33.6,18.4,1356,19,1,1,1,Evening
19,26.0,7.0,1357,20,1,1,1,Evening
9,45.2,36.2,1358,21,1,1,1,Evening
7,44.2,37.2,1359,22,1,1,1,Night
11,45.2,34.2,1360,23,1,1,1,Night
34,20.8,13.2,1361,0,1,1,1,Night
177,120.6,56.400000000000006,1362,1,1,1,1,Night
515,374.8,140.2,1363,2,1,1,1,Night
809,510.8,298.2,1364,3,1,1,1,Night
362,248.6,113.4,1365,4,1,1,1,Night
175,204.2,29.19999999999999,1366,5,1,1,1,Morning
230,202.6,27.400000000000006,1367,6,1,1,1,Morning
358,222.6,135.4,1368,7,1,1,1,Morning
279,184.4,94.6,1369,8,1,1,1,Morning
251,204.2,46.80000000000001,1370,9,1,1,1,Morning
319,229.4,89.6,1371,10,1,1,1,Morning
478,291.8,186.2,1372,11,1,1,1,Morning
917,637.4,279.6,1373,12,1,1,1,Afternoon
810,585.0,225.0,1374,13,1,1,1,Afternoon
593,379.6,213.39999999999998,1375,14,1,1,1,Afternoon
497,305.8,191.2,1376,15,1,1,1,Afternoon
209,178.8,30.19999999999999,1377,16,1,1,1,Afternoon
241,170.0,71.0,1378,17,1,1,1,Evening
220,57.8,162.2,1379,18,1,1,1,Evening
76,11.4,64.6,1380,19,1,1,1,Evening
25,9.0,16.0,1381,20,1,1,1,Evening
13,9.0,4.0,1382,21,1,1,1,Evening
11,5.8,5.2,1383,22,1,1,1,Night
10,8.4,1.5999999999999996,1384,23,1,1,1,Night
39,41.0,2.0,1385,0,1,1,1,Night
133,46.8,86.2,1386,1,1,1,1,Night
391,240.8,150.2,1387,2,1,1,1,Night
738,447.4,290.6,1388,3,1,1,1,Night
359,216.4,142.6,1389,4,1,1,1,Night
177,76.2,100.8,1390,5,1,1,1,Morning
214,110.6,103.4,1391,6,1,1,1,Morning
288,227.6,60.400000000000006,1392,7,1,1,1,Morning
294,179.4,114.6,1393,8,1,1,1,Morning
267,210.8,56.19999999999999,1394,9,1,1,1,Morning
325,236.4,88.6,1395,10,1,1,1,Morning
497,324.6,172.39999999999998,1396,11,1,1,1,Morning
901,723.8,177.20000000000005,1397,12,1,1,1,Afternoon
887,620.6,266.4,1398,13,1,1,1,Afternoon
534,388.0,146.0,1399,14,1,1,1,Afternoon
441,272.2,168.8,1400,15,1,1,1,Afternoon
321,201.6,119.4,1401,16,1,1,1,Afternoon
232,267.0,35.0,1402,17,1,1,1,Evening
155,160.6,5.599999999999994,1403,18,1,1,1,Evening
102,96.6,5.400000000000006,1404,19,1,1,1,Evening
46,30.0,16.0,1405,20,1,1,1,Evening
11,13.4,2.4000000000000004,1406,21,1,1,1,Evening
16,62.6,46.6,1407,22,1,1,1,Night
11,60.4,49.4,1408,23,1,1,2,Night
41,109.4,68.4,1409,0,1,1,2,Night
137,91.8,45.2,1410,1,1,1,2,Night
428,326.4,101.60000000000002,1411,2,1,1,2,Night
785,446.6,338.4,1412,3,1,1,2,Night
384,330.0,54.0,1413,4,1,1,2,Night
260,191.2,68.80000000000001,1414,5,1,1,2,Morning
304,226.0,78.0,1415,6,1,1,2,Morning
468,319.2,148.8,1416,7,1,1,1,Morning
424,297.0,127.0,1417,8,1,1,1,Morning
400,262.8,137.2,1418,9,1,1,1,Morning
470,326.0,144.0,1419,10,1,1,1,Morning
634,297.0,337.0,1420,11,1,1,1,Morning
900,670.0,230.0,1421,12,1,1,1,Afternoon
761,588.8,172.20000000000005,1422,13,1,1,1,Afternoon
500,366.8,133.2,1423,14,1,1,1,Afternoon
372,218.2,153.8,1424,15,1,1,1,Afternoon
267,193.2,73.80000000000001,1425,16,1,1,1,Afternoon
264,186.4,77.6,1426,17,1,1,2,Evening
171,112.4,58.599999999999994,1427,18,1,1,2,Evening
191,109.8,81.2,1428,19,1,1,1,Evening
141,74.2,66.8,1429,20,1,1,2,Evening
75,60.2,14.799999999999997,1430,21,1,1,2,Evening
56,26.0,30.0,1431,22,1,1,1,Night
11,19.2,8.2,1432,23,1,1,2,Night
10,7.6,2.4000000000000004,1433,0,0,1,2,Night
30,34.0,4.0,1434,1,0,1,2,Night
84,51.4,32.6,1435,2,0,1,2,Night
206,171.6,34.400000000000006,1436,3,0,1,2,Night
395,271.0,124.0,1437,4,0,1,2,Night
539,467.6,71.39999999999998,1438,5,0,1,2,Morning
647,510.8,136.2,1439,6,0,1,2,Morning
743,479.4,263.6,1440,7,0,1,2,Morning
710,447.8,262.2,1441,8,0,1,2,Morning
576,410.4,165.60000000000002,1442,9,0,1,2,Morning
620,419.6,200.39999999999998,1443,10,0,1,2,Morning
659,428.4,230.60000000000002,1444,11,0,1,2,Morning
610,408.6,201.39999999999998,1445,12,0,1,2,Afternoon
495,389.4,105.60000000000002,1446,13,0,1,2,Afternoon
341,237.0,104.0,1447,14,0,1,2,Afternoon
247,184.0,63.0,1448,15,0,1,2,Afternoon
215,241.4,26.400000000000006,1449,16,0,1,2,Afternoon
185,97.0,88.0,1450,17,0,1,2,Evening
179,73.6,105.4,1451,18,0,1,2,Evening
127,87.4,39.599999999999994,1452,19,0,1,2,Evening
109,63.2,45.8,1453,20,0,1,2,Evening
74,54.0,20.0,1454,21,0,1,2,Evening
22,36.6,14.600000000000001,1455,22,0,1,2,Night
11,10.6,0.40000000000000036,1456,23,0,1,2,Night
10,62.4,52.4,1457,0,0,1,2,Night
23,124.6,101.6,1458,1,0,1,2,Night
35,43.8,8.799999999999997,1459,2,0,1,2,Night
62,70.0,8.0,1460,3,0,1,2,Night
86,147.8,61.80000000000001,1461,4,0,1,2,Night
185,273.0,88.0,1462,6,0,1,2,Morning
336,328.8,7.199999999999989,1463,7,0,1,3,Morning
392,406.4,14.399999999999977,1464,8,0,1,2,Morning
320,400.8,80.80000000000001,1465,9,0,1,2,Morning
314,354.6,40.60000000000002,1466,10,0,1,2,Morning
306,266.0,40.0,1467,11,0,1,2,Morning
333,222.0,111.0,1468,12,0,1,2,Afternoon
157,209.8,52.80000000000001,1469,13,0,1,2,Afternoon
106,174.2,68.19999999999999,1470,14,0,1,3,Afternoon
114,162.4,48.400000000000006,1471,15,0,1,3,Afternoon
116,135.2,19.19999999999999,1472,16,0,1,3,Afternoon
113,102.2,10.799999999999997,1473,17,0,1,3,Evening
79,60.8,18.200000000000003,1474,18,0,1,3,Evening
80,55.8,24.200000000000003,1475,19,0,1,3,Evening
51,51.2,0.20000000000000284,1476,20,0,1,3,Evening
37,14.4,22.6,1477,21,0,1,3,Evening
15,20.0,5.0,1478,22,0,1,2,Night
10,14.8,4.800000000000001,1479,23,0,1,2,Night
7,15.6,8.6,1480,0,1,1,3,Night
19,64.2,45.2,1481,1,1,1,3,Night
59,63.6,4.600000000000001,1482,3,1,1,1,Night
154,127.6,26.400000000000006,1483,4,1,1,1,Night
397,183.4,213.6,1484,5,1,1,1,Morning
332,247.8,84.19999999999999,1485,6,1,1,1,Morning
298,191.0,107.0,1486,7,1,1,1,Morning
308,197.6,110.4,1487,8,1,1,1,Morning
341,229.2,111.80000000000001,1488,9,1,1,1,Morning
405,288.6,116.39999999999998,1489,10,1,1,1,Morning
420,284.8,135.2,1490,11,1,1,1,Morning
370,254.0,116.0,1491,12,1,1,1,Afternoon
377,261.8,115.19999999999999,1492,13,1,1,1,Afternoon
497,262.6,234.39999999999998,1493,14,1,1,1,Afternoon
456,208.2,247.8,1494,15,1,1,1,Afternoon
371,171.0,200.0,1495,16,1,1,1,Afternoon
227,100.4,126.6,1496,17,1,1,1,Evening
151,168.2,17.19999999999999,1497,18,1,1,1,Evening
107,65.4,41.599999999999994,1498,19,1,1,1,Evening
69,43.4,25.6,1499,20,1,1,1,Evening
31,25.0,6.0,1500,21,1,1,1,Evening
13,10.6,2.4000000000000004,1501,22,1,1,1,Night
7,11.0,4.0,1502,23,1,1,1,Night
3,4.2,1.2000000000000002,1503,0,1,1,1,Night
7,6.0,1.0,1504,1,1,1,1,Night
19,23.4,4.399999999999999,1505,2,1,1,1,Night
143,99.4,43.599999999999994,1506,3,1,1,1,Night
362,323.6,38.39999999999998,1507,4,1,1,1,Night
713,475.6,237.39999999999998,1508,5,1,1,1,Morning
382,223.0,159.0,1509,6,1,1,1,Morning
164,132.8,31.19999999999999,1510,7,1,1,1,Morning
193,136.0,57.0,1511,8,1,1,1,Morning
260,194.0,66.0,1512,9,1,1,1,Morning
238,212.0,26.0,1513,10,1,1,2,Morning
244,196.8,47.19999999999999,1514,11,1,1,2,Morning
254,209.4,44.599999999999994,1515,12,1,1,2,Afternoon
424,237.2,186.8,1516,13,1,1,2,Afternoon
806,525.8,280.20000000000005,1517,14,1,1,2,Afternoon
784,485.2,298.8,1518,15,1,1,2,Afternoon
514,371.4,142.60000000000002,1519,16,1,1,1,Afternoon
360,233.2,126.80000000000001,1520,17,1,1,1,Evening
225,183.2,41.80000000000001,1521,18,1,1,1,Evening
162,132.2,29.80000000000001,1522,19,1,1,1,Evening
84,71.8,12.200000000000003,1523,20,1,1,1,Evening
33,59.2,26.200000000000003,1524,21,1,1,1,Evening
8,48.8,40.8,1525,22,1,1,1,Night
8,45.4,37.4,1526,23,1,1,1,Night
6,44.8,38.8,1527,0,1,1,1,Night
6,44.6,38.6,1528,1,1,1,1,Night
40,24.6,15.399999999999999,1529,2,1,1,1,Night
175,96.0,79.0,1530,3,1,1,1,Night
507,324.6,182.39999999999998,1531,4,1,1,1,Night
839,393.2,445.8,1532,5,1,1,2,Morning
366,215.4,150.6,1533,6,1,1,2,Morning
217,143.4,73.6,1534,7,1,1,2,Morning
291,157.8,133.2,1535,8,1,1,2,Morning
390,195.2,194.8,1536,9,1,1,2,Morning
297,214.4,82.6,1537,10,1,1,2,Morning
271,203.8,67.19999999999999,1538,11,1,1,2,Morning
319,211.8,107.19999999999999,1539,12,1,1,2,Afternoon
566,263.6,302.4,1540,13,1,1,2,Afternoon
948,606.0,342.0,1541,14,1,1,2,Afternoon
844,487.6,356.4,1542,15,1,1,2,Afternoon
566,254.6,311.4,1543,16,1,1,2,Afternoon
392,267.6,124.39999999999998,1544,17,1,1,2,Evening
269,237.6,31.400000000000006,1545,18,1,1,2,Evening
197,89.0,108.0,1546,19,1,1,2,Evening
136,75.6,60.400000000000006,1547,20,1,1,2,Evening
42,32.6,9.399999999999999,1548,21,1,1,2,Evening
11,34.2,23.200000000000003,1549,22,1,1,3,Night
11,28.6,17.6,1550,23,1,1,3,Night
3,46.6,43.6,1551,0,1,1,3,Night
